ensgid,gene_name,Subsystem,category.HPA,tissues.HPA,category.GTEx,tissues.GTEx,fpkm.HPA.adrenal,fpkm.HPA.appendices,fpkm.HPA.bonemarrow,fpkm.HPA.brain,fpkm.HPA.colon,fpkm.HPA.duodenum,fpkm.HPA.endometrium,fpkm.HPA.esophagus,fpkm.HPA.fallopiantube,fpkm.HPA.fat,fpkm.HPA.gallbladder,fpkm.HPA.heart,fpkm.HPA.kidney,fpkm.HPA.liver,fpkm.HPA.lung,fpkm.HPA.lymphnode,fpkm.HPA.ovary,fpkm.HPA.pancreas,fpkm.HPA.placenta,fpkm.HPA.prostate,fpkm.HPA.rectum,fpkm.HPA.salivarygland,fpkm.HPA.skeletalmuscle,fpkm.HPA.skin,fpkm.HPA.smallintestine,fpkm.HPA.smoothmuscle,fpkm.HPA.spleen,fpkm.HPA.stomach,fpkm.HPA.testis,fpkm.HPA.thyroid,fpkm.HPA.tonsil,fpkm.HPA.urinarybladder,fpkm.GTEx.adipose,fpkm.GTEx.adrenal,fpkm.GTEx.artery,fpkm.GTEx.bladder,fpkm.GTEx.blood,fpkm.GTEx.brain.cerebellum,fpkm.GTEx.brain.cerebrum,fpkm.GTEx.breast,fpkm.GTEx.cervix,fpkm.GTEx.colon,fpkm.GTEx.esophagus,fpkm.GTEx.fallopiantube,fpkm.GTEx.heart,fpkm.GTEx.kidney,fpkm.GTEx.liver,fpkm.GTEx.lung,fpkm.GTEx.nerve,fpkm.GTEx.ovary,fpkm.GTEx.pancreas,fpkm.GTEx.pituitary,fpkm.GTEx.prostate,fpkm.GTEx.skeletalmuscle,fpkm.GTEx.skin,fpkm.GTEx.smallintestine,fpkm.GTEx.spleen,fpkm.GTEx.stomach,fpkm.GTEx.testis,fpkm.GTEx.thyroid,fpkm.GTEx.uterus,fpkm.GTEx.vagina,geneID
ENSG00000147459,DOCK5,Trafficking regulation,Mixed,,Expressed in all,,1.96,6.63,7.38,4.78,7.57,7.94,3.43,1.92,4.9,2.39,5.45,2.61,1.79,2.66,3.95,1.13,4.76,0.67,6.8,5.16,7.9,2.18,0.23,2.71,9.98,2.85,10.59,4.36,5.04,6.64,0.89,3.32,2.29,1.88,5.79,3.1,10.38,1.01,4.29,3.89,2.6,5.7,1.74,4.26,2.92,2.25,4.53,6.45,12.31,4.45,1.68,5.21,5.81,0.98,3.26,5.97,11.76,3.38,4.89,13.78,2.21,3.12,80005
ENSG00000172794,RAB37,Post-Golgi trafficking,Mixed,,Enhanced,brain.cerebellum,1.37,8.81,11.79,1.64,4.16,2.62,0.96,1.59,1.61,0.84,4.03,0.65,0.49,4.43,5.16,14.57,0.42,0.02,1.07,1.55,3.86,0.6,0.11,0.25,3.25,1.55,12.75,4.58,0.59,0.32,11.22,5.36,0.8,0.92,0.43,2.31,15.97,54.21,2.6,0.78,0.97,2.59,0.73,0.89,0.6,1.53,4.04,3.04,1.14,0.18,0.48,0.59,3.27,0.22,0.65,7.45,11.54,1.91,1.84,0.46,0.61,1.59,326624
ENSG00000179331,RAB39A,Post-Golgi trafficking,Mixed,,Enhanced,brain.cerebellum,0.86,2.65,0.23,3.05,0.44,0.36,0.19,0.17,0.18,0.57,0.71,0.1,0.42,0.27,0.63,1.63,0.16,0.1,1.01,0.15,0.67,0.13,0.01,0.12,0.48,0.53,2.18,0.45,0.85,0.29,1.14,1.26,0.32,0.23,0.13,0.13,0.17,1.27,0.55,0.12,0.1,0.17,0.06,0.16,0.07,0.21,0.11,0.36,0.24,0.03,0.08,0.44,0.12,0.03,0.05,0.23,0.84,0.09,0.47,0.09,0.06,0.08,54734
ENSG00000112210,RAB23,Post-Golgi trafficking,Mixed,,Mixed,,5.8,12.8,0.48,8.07,12.62,5.46,49.7,16.44,13.41,7.02,26.49,6.67,5.13,1.45,9.81,3.99,8.95,0.61,18.38,32.57,12.82,1.67,1.06,3.51,5.46,60.27,1.64,5.57,5,26.71,3.19,41.8,4.25,2.28,16.48,27.31,0.09,2.83,2.28,2.91,15.17,9.63,1.85,8.18,2.08,2.09,0.53,3.51,4.25,5.41,0.57,1.34,8.75,1.85,1.83,8.89,0.48,6.65,1.88,5.94,24.65,7.35,51715
ENSG00000099958,DERL3,ERAD,Mixed,,Enhanced,spleen,4.59,35.12,11.01,0.68,32.05,52.53,2.89,7.82,7.91,1.68,14.06,2.82,0.67,1.34,7.9,41.35,2.71,21.49,4.09,1.94,21.53,35.71,0.27,0.67,26.87,1.35,23.25,72.08,12.63,12.96,45.44,57.12,0.9,3.35,1.5,3.64,4.36,1.62,0.93,8.61,2.76,25.99,2.8,4.02,2.12,1.39,3.52,7.82,0.96,1.36,19.86,5.03,3.41,1.07,0.44,24.8,41.24,16.97,28.65,9.84,2.17,3.44,91319
ENSG00000164877,MICALL2,Trafficking regulation,Mixed,,Expressed in all,,5.44,3.4,4.77,1.67,6.63,8.32,1.23,2.12,2.09,1.73,4.17,0.73,0.77,0.55,2.72,2.25,0.19,0.94,1.11,1.97,1.41,3.23,0.02,2.68,10.32,1.81,10.28,10.03,1.22,1.12,0.88,3.04,7.11,40.85,12.09,20.42,0.83,8.4,9.2,11.61,12.64,30.08,12.83,10.74,6.21,14.36,8.04,17.5,70.94,2.82,6.24,18.38,26.08,1.47,8.42,37.01,57.87,24.54,9.35,12.66,7.66,13.98,79778
ENSG00000110328,GALNT18,Golgi glycosylation,Mixed,,Mixed,,4.15,3.64,0.01,11.48,4.17,2.05,6.61,6.42,5.57,7.89,13.19,12.58,13.08,1.97,33.14,5.22,2.6,2.27,24.71,6.41,3.04,2.74,1.29,5.36,2.25,12.88,3.28,2.09,13.88,35.68,3.26,10.63,9.34,1.88,10.67,5.37,0.1,9.64,7.17,8.19,8.7,5.07,3.55,8.41,7.28,8.45,2.71,30.22,7.31,2.4,2.3,3.52,8.27,3.25,7.25,5.03,2.42,3.29,11.72,27.47,14.61,7.21,374378
ENSG00000100055,CYTH4,Trafficking regulation,Mixed,,Group enriched,"blood,spleen",6.46,45.25,21.59,3.7,5.46,4.75,2.93,3.55,3.68,10.71,9.79,2.85,1.08,2.22,13.09,33.65,2.3,0.21,20.54,1.8,5.35,3.18,0.51,1.64,6.93,7.75,36.22,7.27,2.1,1.68,23.81,16.65,8.34,5.14,4.29,3.27,150.38,0.62,2.82,4.03,1.98,5.02,1.82,5.63,1.8,2.51,2.09,16.39,5.93,1.28,1.34,2.08,4.42,0.56,2.19,16.17,58.76,3.36,1.03,2.61,2.14,3.09,27128
ENSG00000115339,GALNT3,Golgi glycosylation,Mixed,,Mixed,,1.08,9.37,22.78,0.78,48.54,41.39,6.57,26.89,52.04,1,40.24,0.14,11.08,0.95,14.42,3.04,5.41,6.44,6.01,30.07,56.83,31.51,0.05,11.66,38.31,2.84,12.93,70.58,34.71,30.08,12.32,17.4,0.75,0.87,0.44,4.42,4.42,1.3,0.53,7.46,2.46,12.24,11.89,3.13,0.13,2.09,0.6,4.48,0.9,1.79,7.38,5.53,5.26,0.09,3.79,6.45,6.69,11.37,7.62,7.79,0.54,6.27,2591
ENSG00000197121,PGAP1,GPI biosynthesis,Mixed,,Mixed,,8.36,1.15,1,7.35,2.67,3.34,3.2,1.71,1.94,2.76,1.65,0.86,1.25,0.51,2.97,1.08,3.21,0.52,2.49,2.93,2.82,0.83,0.36,9.16,3.58,2.08,1.18,1.38,1.51,2,0.96,1.84,1.61,1.52,1.68,3.56,0.1,6.12,2.99,2.31,2.66,1.95,2.15,2.44,1.19,0.89,0.47,3.5,2.87,8.07,2.11,7.23,2.65,0.59,4.29,2.07,0.52,1.27,1.68,1.75,2.38,2.97,80055
ENSG00000065485,PDIA5,Protein folding,Mixed,,Mixed,,17.55,14.49,9.63,0.87,18.54,10.29,11.26,5.21,15.14,8.31,19.77,4.2,8.82,27.75,15.43,9.58,9.7,4.57,39.47,31.95,21.23,5.16,0.29,4.83,8.84,14.09,6.98,26.24,16.83,29.43,10.32,17.18,7.79,12.54,6.93,6.23,1.16,0.39,0.72,7.76,7.9,8.69,2.7,8.07,2.46,6.93,19.44,9.74,8.02,6.12,8.44,9.73,9.72,1.12,4.66,7.27,6.47,13.98,9.82,12.43,6.34,7.85,10954
ENSG00000146955,RAB19,Post-Golgi trafficking,Mixed,,Enhanced,pituitary,0.05,1.15,1.56,0,2.4,2.07,0.19,0.16,0.7,0.11,0.54,0,1.29,0.05,0.75,0.71,0,0.29,0.27,0.71,2.21,0.19,0,0.11,2.01,0.22,0.29,1.05,0.04,2.18,0.54,0.9,0.01,0,0,0.26,0.51,0.01,0.01,0.13,0.03,1.13,0.05,0.04,0,0.8,0.03,0.17,0,0.01,0.8,1.28,0.24,0,0.07,0.51,0.14,0.36,0.06,0.83,0.01,0.04,401409
ENSG00000137807,KIF23,Trafficking regulation,Mixed,,Enhanced,testis,0.68,5.52,11.86,0.38,3.84,3.31,2.34,2.92,0.64,0.84,1.38,0.37,1.61,0.25,0.92,7.61,0.5,0.05,6.97,0.84,5.12,0.15,0.02,3.39,3.38,4.2,1.92,1.99,10.75,0.36,8.73,2.82,0.7,1.29,1.99,0.7,0.47,0.08,0.18,1.16,0.63,2.69,3.32,1.23,0.23,2.45,0.17,1.56,2.8,0.64,0.23,0.09,0.97,0.07,1.39,2.3,1.77,1.53,8.07,0.32,1.46,1.84,9493
ENSG00000148429,USP6NL,Trafficking regulation,Mixed,,Mixed,,5.58,6.65,4.31,3.97,5.26,4.14,5.89,19.29,9.41,4,5.64,2.42,4.12,6.68,5.89,12.99,6.5,1.17,5.55,4.09,6.1,2.68,0.21,4.33,4.57,4.97,11.36,5.59,25.58,4.95,15.81,4.91,2.96,3.31,1.98,2.85,0.55,1.58,1.93,3.6,2.4,2.14,10.37,2.34,1.06,1.49,2.45,3.22,5.83,3.05,1.12,3,2.26,0.5,3.98,2.86,4.46,1.95,9.67,2.21,2.24,3.61,9712
ENSG00000124839,RAB17,Post-Golgi trafficking,Mixed,,Enhanced,"kidney,liver",0.52,0.72,0,0.31,4.68,22.2,0.85,0.62,7.71,0.17,4.73,0.35,18.94,16.38,10.5,0.16,0.31,3.29,7.08,2.73,4.87,10.43,0.37,0.21,23.71,0.47,0.3,7.79,0.49,17.09,0.32,3.37,0.54,1.46,1.08,3.45,0.37,0.18,0.43,10.48,2.67,16.21,3.04,4.28,1.23,48.79,58.2,14.53,0.3,1.09,15.43,5.93,7.36,0.41,1.82,21.99,0.45,26.67,1.21,30.3,1.56,0.94,64284
ENSG00000175711,B3GNTL1,ER glycosylation,Mixed,,Expressed in all,,1.18,3.47,4.25,1.3,1.12,0.68,2.45,1.23,3.6,1.09,1.33,1.43,0.57,0.37,1.27,2.46,2.77,0.11,1.47,1.6,0.66,1.05,0.75,1.34,0.94,1.62,2.47,1.66,1.61,1.71,1.04,1.57,1.24,1.27,0.82,1.69,4.27,1.9,1.36,1.7,2.18,1.07,0.98,2.27,0.92,0.77,0.62,1.86,1.5,2.47,0.74,2.23,1.69,0.74,1.61,1.35,2.68,0.92,2.51,1.44,2.18,1.85,146712
ENSG00000111490,TBC1D30,Trafficking regulation,Mixed,,Mixed,,0.82,1.95,0.26,6.27,2.56,3.89,2.51,0.65,1.92,1.23,4.15,0.26,2.24,0.65,2.61,0.92,0.89,4.03,1.08,3.8,2.62,6.81,0.03,0.26,2.59,1.91,1.75,4.9,2.88,2.96,0.58,4.8,0.72,0.56,0.27,1.38,0.49,4.22,2.15,1.35,1.41,0.78,0.26,0.72,0.15,0.81,0.37,1.16,0.55,0.46,3.67,4.64,1.91,0.09,0.43,0.78,1.13,1.88,1.21,0.91,0.79,0.8,23329
ENSG00000120820,GLT8D2,Golgi glycosylation,Mixed,,Mixed,,9.46,4.55,0.08,2.44,6.75,4.33,24.54,6.18,19.75,10.25,34.71,8.22,3.23,1.08,7.81,4.73,33.82,1,7.67,11.3,8.95,3.71,0.92,2.21,5.05,17.79,1.07,3.99,6.47,21.26,4.91,18.56,5.35,3.81,14.84,5.35,0.09,0.31,1.58,13.54,15.72,3.55,1.61,14.39,3.37,2.44,0.56,5.25,11.76,16.95,0.93,5.75,6.5,0.62,2.26,4.29,0.59,3.66,3.65,14.2,10.61,12.55,83468
ENSG00000075826,SEC31B,COPII,Mixed,,Expressed in all,,0.77,1.44,1.5,1.47,0.49,0.72,1.03,0.49,1.08,0.84,1.07,1.16,0.5,0.43,0.96,2.01,1.43,0.08,0.63,0.88,0.91,0.42,1.72,0.66,0.99,0.83,1.94,0.45,1.76,0.71,1.27,0.57,8.43,7.2,6.28,8.49,5.08,38.13,9.41,13.01,9.28,11.75,4.65,9.9,6.28,9.5,5.78,9.4,13.82,11.65,2.45,25.73,14.95,4.91,6.67,15.87,17.76,7.85,21.22,10.5,10.55,8.53,25956
ENSG00000136908,DPM2,ER glycosylation,Mixed,,Expressed in all,,4.74,4.71,3.94,6.08,6.56,6.7,5.54,6.74,16.17,4.99,6.27,2.56,5.4,3.62,5.84,6.49,4.24,4.13,5.22,7.41,5.44,8.38,0.49,5.88,5.36,7.15,3.8,17.24,5.58,10.45,6.61,5.63,9.44,15.41,8.6,9.8,13.77,10.08,12.49,13.86,14.11,11.98,13.16,12.97,5.74,19.91,11.14,15.5,11.18,13.15,17.31,17.13,20.61,3.26,14.54,13.43,18.1,20.63,16.94,23.56,13.8,13.94,8818
ENSG00000105514,RAB3D,Post-Golgi trafficking,Mixed,,Expressed in all,,2.74,4.64,8.97,3.51,5.78,5.86,5.31,21.1,8.85,3.82,3.78,1.86,2.55,0.35,8.32,1.9,3.55,14.74,5.74,14.18,6.6,13.52,0.54,32.69,4.52,7.1,5.99,12.42,1.45,6.01,6.9,7.04,4.51,3.07,6.72,7.86,43.28,5.68,5.17,6.51,8.8,6.2,25.92,8.04,2.13,4.55,1.17,9.2,5.12,3.44,25.99,5.78,15.85,0.92,30.59,5.28,10.46,18.4,1.73,5.72,7.72,11.75,9545
ENSG00000167291,TBC1D16,Trafficking regulation,Mixed,,Mixed,,5.63,6.26,0.32,7.58,6.64,5.49,9.11,7.86,12.25,24.94,7.81,5.3,11.71,0.72,7.37,4.22,8,3.1,5.74,11.67,4.28,13.03,1.1,9.62,6.08,8.68,5.44,5.34,3.14,8.12,2.7,9.7,14.96,4.94,6.47,5.39,0.43,14.72,5.59,9.17,6.7,4.38,2.95,7.63,3.13,9.22,2.53,5.91,9.89,5.57,5.25,4.63,9.3,1.51,5.37,6.11,4.28,5.04,1.93,5.66,8.14,4.35,125058
ENSG00000148288,GBGT1,Golgi glycosylation,Mixed,,Mixed,,4.83,8.12,4.42,1.24,2.34,1.96,3.77,2.08,4.59,3.87,5.39,2.27,1.78,0.42,4.59,5.64,7.72,0.6,9.34,2.5,1.94,1.67,0.37,1.25,2.74,4.03,4.66,6.47,0.91,2.89,4.62,5.22,0.5,0.66,0.39,0.6,0.64,1.08,0.38,0.75,0.6,0.39,0.26,1.13,0.42,0.28,0.06,0.79,0.78,2.31,0.17,0.47,0.98,0.1,0.22,0.66,0.64,1.19,0.22,0.95,1.25,0.97,26301
ENSG00000112984,KIF20A,Trafficking regulation,Mixed,,Enhanced,testis,0.23,4.13,7.05,0.43,2.59,2.81,1.45,2.72,0.49,0.53,0.81,0.28,0.2,0.42,0.44,7.13,0.07,0.03,5.59,0.21,4.28,0.12,0,3.08,2.22,4.57,1.21,1.66,11.33,0.62,10.83,2.46,0.3,0.99,0.17,0.59,0.5,0.03,0.05,0.24,0.05,1.96,3.82,0.13,0.24,0.36,0.24,0.94,0.19,0.13,0.08,0.04,0.46,0.04,0.91,1.55,1.56,1.01,7.32,0.17,0.14,1.6,10112
ENSG00000139832,RAB20,Post-Golgi trafficking,Mixed,,Expressed in all,,24.95,17.95,12.91,3.11,14.78,18.02,4.24,3.86,10.33,15.55,17.76,5.37,10.57,13.59,17.3,13.18,11.14,3.64,20.67,6.43,11.74,4.89,0.34,0.58,17.69,6.21,26.56,19.97,6.95,15.3,4.18,13.51,17.95,28.3,20.15,11.6,35.74,0.88,2.84,14.68,11.04,19.39,2.19,10.62,8.52,21.67,21.29,26.6,19.2,16.2,11.5,7.61,11.19,1.87,3.78,17.8,42.32,20.18,11.86,19.43,4.95,6.1,55647
ENSG00000109501,WFS1,Protein folding,Mixed,,Expressed in all,,10.03,5.41,0.34,14.87,6.39,8.71,26.06,9.28,29.07,22.46,12.25,15.31,4.36,1.53,36.69,4.81,41.26,2.72,17.96,18.81,2.95,5.96,2.87,7.07,7.87,14.16,17.78,10.11,19.37,23.38,1.94,15.49,29.93,15.14,47.98,50.39,0.72,21.26,28,26.94,55.15,15.37,6.97,57.43,29.2,13.55,8.76,38.73,24.15,82.57,9.8,51.09,31.96,5.82,21.45,20.59,26.49,21.42,41.52,44.24,67.22,29.09,7466
ENSG00000088280,ASAP3,Trafficking regulation,Mixed,,Mixed,,13.99,5.24,0.2,5.58,9.96,2.02,10.55,16.64,12.71,8.31,10.15,8.86,7.48,1.71,11.49,2.82,37.41,3.09,11.67,17.8,8.91,11.48,5.84,38.66,3.1,10.23,2.07,7.55,13.65,17.71,7.1,10.07,14.11,24.27,6.99,12.87,0.28,1.8,6.13,18.34,19.35,10.59,15.05,17.19,10.62,12.2,6.59,10.85,22.38,39.19,7.39,11.29,19.34,14.83,29.54,7.01,2.99,13.66,15.21,19.84,14.94,21.21,55616
ENSG00000119514,GALNT12,Golgi glycosylation,Mixed,,Enhanced,colon,1.39,6.82,0.94,0.61,46.66,25.78,3.57,15.98,7.76,1.81,10.56,0.36,3.63,0.13,9.49,2.45,0.23,2.95,2.15,3.78,46.05,2.67,0.3,1.75,20.99,11.22,1.73,37.16,4.72,12.25,5.04,10.02,3.48,1.78,1.37,7.89,0.63,22.58,1.01,3.7,3.65,33.6,12.59,2.4,0.46,1.67,0.13,5.87,2.6,0.27,5.3,2.32,3.39,0.23,2.9,13.76,1.62,19.78,4.01,10.47,1.7,3.63,79695
ENSG00000087111,PIGS,GPI biosynthesis,Mixed,,Expressed in all,,3.67,3.84,4.66,3.99,5.17,5.9,3.43,7.43,6.49,4.71,5.46,5.07,3.03,0.3,4.72,4.71,2.6,1.86,4.86,3.66,3.86,2.64,2.47,4.31,7.67,4.21,4.34,5.5,4.78,8.17,3.53,5.74,16.49,16.32,15.05,16.74,12.69,20.45,10.4,16.72,13.11,20.73,16.56,14.38,13.02,19.36,4.18,17.81,18.8,13.3,7.49,13.57,15.51,11.3,20.11,19.39,21.57,16.01,19.21,18.29,13.98,15.44,94005
ENSG00000167306,MYO5B,Trafficking regulation,Mixed,,Mixed,,1.28,7.79,0.09,0.93,37.89,41.89,2.52,24.95,13.25,0.62,11.11,0.92,13.89,6.36,11.1,2.15,0.27,4.03,4.17,9.98,36.57,11.41,0.03,12.92,44.7,3.32,1.11,26.03,13.22,27.4,12.66,9.24,0.6,0.62,0.85,3.59,0.04,0.07,0.29,3.02,1.47,9.81,11.11,0.68,0.35,3.71,2.34,3.22,1.17,0.14,2.66,5.8,2.9,0.08,7.82,5.99,0.26,3.37,4.36,6.91,0.22,7.19,4645
ENSG00000128268,MGAT3,Golgi glycosylation,Mixed,,Enhanced,brain.cerebellum,0.6,3.04,3.5,17.42,3.09,9.7,2.44,0.7,3.71,3.43,2.83,1.34,1.85,0.02,12.93,5.05,0.34,0.43,8.63,0.58,2.28,0.73,0.41,1.35,13.68,2.15,2.21,4.01,3.65,0.57,6.63,2.22,6.91,0.94,0.89,1.29,0.33,31.78,17.43,3.04,2.46,2.55,0.65,3.26,1.67,2.8,0.1,4.88,17.48,0.93,1.45,1.33,1.08,0.33,1.83,8.07,4.49,3.23,4.67,1.33,3.16,1.3,4248
ENSG00000141542,RAB40B,Post-Golgi trafficking,Mixed,,Mixed,,5.37,1.85,0.42,26.88,11.79,5.61,5.92,4.12,5.87,4.99,5.48,7.75,12.22,2.18,4.81,1.96,6.63,0.94,3.01,8.86,6.35,3.83,9.13,6.52,4.35,3.59,3.79,14.26,3.39,3.91,1.96,4.45,3.2,3.34,3.57,5.84,0.19,12.72,26.35,6.72,5.07,7.01,3.32,4.46,4.2,7.84,3.69,2.65,9.93,7.57,2.18,10.81,5.74,7.39,5.88,2.93,2.49,6.62,3.46,3.7,4.54,4.87,10966
ENSG00000133424,LARGE,Golgi glycosylation,Mixed,,Mixed,,6.06,7.34,0.25,24.5,16.22,7.78,22.76,12.64,19.57,7.4,16.78,42.87,6.83,3.69,8.39,8.17,28.57,3.01,4.49,17.53,19.62,2.39,15.11,5.53,8.8,34.21,4.43,8.95,15.06,8.02,8.62,29.45,6.04,6.07,7.21,12.44,0.2,6.72,9.26,5.17,9.42,7.3,1.75,8.59,20.19,3.16,2.4,3.88,6.25,9.4,2.16,4.83,9.39,12.08,4.29,6.68,3.44,8.82,4.4,3.29,12,7.61,9215
ENSG00000069943,PIGB,GPI biosynthesis,Mixed,,Expressed in all,,3.74,5.55,3.65,2.99,5.73,6.05,6.27,4.96,8.51,4.38,5.82,1.5,6.32,3.01,4.9,6.11,3.91,1.48,4.09,5.96,6.06,1.8,0.35,3.47,4.57,4.68,4.7,5.52,6.83,11.62,6.6,7.98,3.35,3.55,3.11,4.01,4.37,1.78,2.03,4.13,2.83,3.2,2.93,3.22,1.09,2.7,1.6,3.63,3.22,2.7,1.84,4.47,3.69,0.63,2.76,3.7,4.68,2.88,4.38,5.69,3.06,3.14,9488
ENSG00000100626,GALNT16,Golgi glycosylation,Mixed,,Mixed,,9.64,1.81,0.01,13.94,1.9,1.54,4.39,3.12,5.33,8.51,3.56,12.85,2.25,0.73,3.35,2.99,1.5,1.01,0.42,2.84,1.93,12.27,1.13,4.18,2.91,7.67,10.41,0.89,2.43,1.86,1.1,2.89,4.38,3.95,2.33,0.7,0.03,9.22,7.53,6.83,2.44,0.74,0.56,2.4,11.29,3.47,0.44,1.23,2.9,0.69,0.88,3.21,1.89,0.57,2.93,1.51,5.82,1.31,2.34,2.24,2.64,2.43,57452
ENSG00000188060,RAB42,Post-Golgi trafficking,Mixed,,Mixed,,0.35,1.3,0.21,0.5,1.29,1.07,1.5,0.46,0.73,1.03,1.43,0.42,0.29,0.49,1.52,5.33,0.33,0.04,3.73,0.47,1.86,0.44,0.07,0.24,0.95,1.19,1.29,0.9,0.9,0.56,2.98,2.71,1.67,0.51,0.51,0.66,0.18,0.32,0.39,1.56,1.69,1.46,0.37,0.75,0.3,0.64,0.27,1.54,0.51,0.35,0.18,0.22,0.52,0.08,0.41,1.09,2.9,0.48,1.07,0.46,0.87,0.95,115273
ENSG00000126217,MCF2L,Trafficking regulation,Mixed,,Enhanced,brain.cerebellum,6.78,4.86,0.42,27.46,12.79,7.81,6.2,10.58,8.33,21.06,11.97,12.42,9.54,1.36,7.55,4.99,2.26,3.86,4.43,11.98,9.6,14.9,3.48,16.39,11.26,5.3,3.29,11.97,1.27,12.55,4.43,11.03,8.2,0.94,2.22,3.57,0.09,41.37,7.85,6.57,4.09,3.95,2.4,3.79,4.86,4.31,0.95,5.03,3.05,0.94,2.35,17.64,5.69,1.66,3.96,4.01,1.09,3.55,0.69,7.31,4.93,4.47,23263
ENSG00000175548,ALG10B,Dolichol pathway,Mixed,,Mixed,,2.86,2.45,1.51,1.81,1.29,1.37,2.9,1.64,3.42,1.51,2.35,1.34,1.93,0.94,1.98,2.71,3.31,0.71,3.61,2.15,1.55,1,0.26,1.84,1.57,1.65,2.62,2.14,2.18,3.64,2.13,1.63,0.81,0.87,0.57,0.95,0.13,0.28,0.13,1.18,0.86,0.51,0.6,0.75,0.39,0.38,0.27,0.76,0.88,0.91,0.61,0.4,0.59,0.3,0.68,0.64,0.45,0.71,0.85,1.04,0.86,0.78,144245
ENSG00000151693,ASAP2,Trafficking regulation,Mixed,,Enhanced,testis,2.63,4.81,0.33,8.83,13.58,9.29,11.97,6.64,10.48,8.09,10.4,5.01,16.06,1.15,9.3,2.46,6.47,1.49,7.3,4.03,12.56,2.89,0.64,10.02,10.38,11.34,1.27,18.28,40.95,16.65,2.23,7.88,7.07,1.24,8.79,5.13,0.11,6.64,3.53,4.76,7.22,6.07,2.64,4.49,2.45,6.04,0.45,4.68,6.72,3.71,1.76,8.87,2.73,0.81,5.06,4.21,0.33,5.13,28.53,8.48,6.45,5,8853
ENSG00000172339,ALG14,Dolichol pathway,Mixed,,Expressed in all,,1.5,0.55,0.14,0.71,1.3,1.24,0.75,0.53,0.86,0.83,1.02,0.43,1.09,0.73,0.57,0.55,0.65,0.37,0.52,0.95,1.43,0.8,0.13,0.43,0.89,0.7,0.5,0.62,0.96,1.49,0.63,0.84,6.28,15.66,3.73,4.31,0.85,3.07,5.23,5.34,4.24,7.99,4.77,4.92,2.74,5.26,5.65,4.09,7.96,3.96,5.77,5.91,5.16,1.48,4.09,5.32,4.68,6.02,8.4,7.22,4.31,3.84,199857
ENSG00000144278,GALNT13,Golgi glycosylation,Group enriched,"adrenal,brain",Group enriched,"brain.cerebellum,brain.cerebrum",4.72,0.1,0,19.29,0.19,0.08,1.95,0.19,0.44,1.47,0.6,0.02,0.11,0.01,2.18,0,0.49,0.09,0.45,1.34,0.36,2.36,0,0.05,0.22,1.08,0.02,0.24,0.69,0.02,0.05,0.94,1.42,0.52,0.98,0.21,0.01,14.45,4.49,0.43,0.23,0.08,0.03,0.47,0.05,0.06,0,0.48,0.17,0.23,0.08,1.08,1.12,0.01,0.4,0.2,0.01,0.12,0.26,0.04,0.7,0.16,114805
ENSG00000152932,RAB3C,Post-Golgi trafficking,Group enriched,"adrenal,brain",Group enriched,"brain.cerebellum,brain.cerebrum,pituitary",8.34,1.18,0.03,29.5,0.56,1.34,0.79,0.18,0.26,0.89,0.74,0.05,0.07,0.06,0.07,0.19,0.1,0.41,0.06,0.04,0.71,0.03,0.01,0.06,1.53,0.66,0.02,0.74,0.2,0.03,0.24,0.58,0.69,0.65,0.18,0.22,0.03,6.38,13.74,0.41,0.17,0.19,0.09,0.13,0.05,0.03,0.09,0.09,0.3,0.28,0.33,7.33,0.08,0.05,0.1,0.4,0.02,0.41,0.16,0.14,0.2,0.25,115827
ENSG00000147127,RAB41,Post-Golgi trafficking,Group enriched,"brain,testis",Enhanced,testis,0.24,0.25,0.03,0.66,0.18,0.24,0.14,0.1,0.19,0.1,0.03,0.01,0.12,0.03,0.14,0.06,0.24,0,0.09,0.15,0.15,0.12,0.05,0.2,0.24,0.14,0.29,0.11,3.22,0.17,0.07,0.14,0.16,0.21,0.22,0.23,0.05,0.74,1.02,0.2,0.15,0.3,0.12,0.29,0.1,0.19,0.06,0.18,0.22,0.28,0.07,0.34,0.29,0.07,0.17,0.36,0.2,0.16,3.45,0.28,0.21,0.16,347517
ENSG00000182870,GALNT9,Golgi glycosylation,Group enriched,"brain,thyroid",Tissue enriched,brain.cerebellum,0.84,0.19,0.03,12.12,0.14,0.17,0.66,0.02,0.86,0.07,0.12,0.03,1.08,0,0.31,0.12,0.2,0,0.04,0.35,0.06,0.09,0,0.06,0.15,0.09,0.3,0.14,0.22,3.21,0.03,0.1,0.65,0.67,0.14,0.21,0.08,59.17,9.28,0.1,2.73,0.36,0.03,1.15,0.13,3.07,0.05,0.3,0.08,0.44,0.03,5.18,0.49,0.02,0.06,0.23,0.55,0.24,0.39,6.81,0.39,0.34,50614
ENSG00000139055,ERP27,Protein folding,Group enriched,"fallopiantube,pancreas",Tissue enriched,pancreas,0.31,2.92,1.98,0.09,0.59,0.64,0.93,0.49,72.57,0.52,0.87,0.35,14.79,0.17,7.41,3.08,1.05,321.13,1.91,1.2,0.85,1,0.07,0.94,0.43,0.63,2.04,2.46,0.39,5.06,2.48,19.17,0.45,0.38,0.46,9.8,2.6,0.02,0.1,1.65,1.55,0.57,0.61,2.64,0.16,12.22,0.17,2.96,0.32,0.24,126.02,0.4,1.37,0.08,0.79,1.57,2.48,1.62,0.13,4.44,0.31,0.7,121506
